Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,FatherQual,PrevQual,MotherQual,Course_Field,MotherOcc_Simple,FatherOcc_Simple,ApplicationMode_Simple,ApplicationOrder_Simple,MaritalStatus_Simple,Nationality_Simple
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,No,No,No,Yes,Female,No,19,No,4,8,8,8,13.875,0,1,6,6,5,14.0,0,11.1,0.6,2.02,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Social,Skilled,ArmedForces,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Unskilled Workers,Administrative Staff,Yes,No,No,Yes,Female,Yes,19,No,0,5,5,5,12.5,0,0,5,5,5,12.714285714285714,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,General,1,Single,Portuguese
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.428571428571429,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,2,Single,Portuguese
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Service/Sales/Security,No,No,No,No,Female,Yes,18,No,0,6,6,5,11.8,0,0,6,6,5,13.0,0,8.9,1.4,3.51,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,1,Single,Portuguese
Single,2nd phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,14.868571428571428,0,0,8,8,8,15.11111111111111,0,11.1,0.6,2.02,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,3,Single,Portuguese
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Legislative/Executive Officers,Legislative/Executive Officers,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.03,0,0,8,8,8,13.21875,0,15.5,2.8,-4.06,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,ArmedForces,ArmedForces,General,4,Single,Portuguese
Single,2nd phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,14.571428571428571,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,1,Single,Portuguese
Single,2nd phase—general contingent,2,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Female,No,18,No,0,6,6,5,11.0,0,0,6,6,4,11.25,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,Technical,Technical,General,2,Single,Portuguese
Single,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Administrative Staff,No,No,No,Yes,Female,Yes,25,No,0,8,8,8,13.3675,0,0,8,8,8,13.3675,0,9.4,-0.8,-3.12,Graduate,Basic,Basic,Secondary/Technical,Health,LowSkill,Skilled,Unknown,1,Single,Portuguese
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,6,12.808333333333332,0,0,8,8,7,12.825714285714286,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,4,Single,Portuguese
Single,2nd phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.918571428571427,0,0,8,8,8,13.8875,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Technical,Technical,General,6,Single,Portuguese
Single,2nd phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Master’s Degree,Secondary Education,Scientific Specialists,Armed Forces,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.0,0,0,6,6,4,12.8,0,13.9,-0.3,0.79,Graduate,Secondary/Technical,Secondary/Technical,Doctorate,Agriculture,Professional,ArmedForces,General,1,Single,Portuguese
Married,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Administrative Staff,Service/Sales/Security,No,No,No,Yes,Female,No,18,No,0,7,7,6,13.683333333333332,0,0,7,7,6,13.683333333333332,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,LowSkill,General,1,Married,Portuguese
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Armed Forces,No,No,No,Yes,Female,No,24,No,1,6,6,5,13.0,0,1,6,6,1,12.0,0,13.9,-0.3,0.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,ArmedForces,Unknown,1,Single,Portuguese
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Technicians & Professionals,Administrative Staff,Yes,No,No,Yes,Female,No,21,No,0,6,6,5,12.8,0,0,6,6,5,11.2,0,11.1,0.6,2.02,Graduate,HigherEd,Secondary/Technical,HigherEd,Communication,Technical,Skilled,General,2,Single,Portuguese
Single,1st phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Administrative Staff,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.571428571428571,0,0,6,6,6,12.166666666666666,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,2,Single,Portuguese
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Farmers/Ag Workers,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,13.166666666666666,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,General,1,Single,Portuguese
Married,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Other—11th Year,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,20,No,0,6,6,6,15.0,0,0,6,6,6,14.5,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary_Incomplete,Communication,LowSkill,LowSkill,General,1,Married,Portuguese
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Master’s Degree,Basic Education 3rd Cycle,Technicians & Professionals,Service/Sales/Security,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,12.666666666666666,0,0,6,6,5,11.4,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Doctorate,Communication,Technical,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,19,No,0,6,6,6,13.857142857142858,0,0,6,6,6,13.142857142857142,0,13.9,-0.3,0.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Communication,Skilled,Skilled,General,2,Single,Portuguese
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,30,No,0,7,7,7,14.692857142857145,0,0,8,8,8,14.9625,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,4,Single,Portuguese
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Technicians & Professionals,No,No,No,Yes,Female,No,18,No,0,8,8,8,14.035,0,0,8,8,8,14.035,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Technical,General,1,Single,Portuguese
Single,2nd phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Armed Forces,Yes,No,No,Yes,Female,No,18,No,0,5,4,4,11.0,1,0,5,5,3,14.0,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,ArmedForces,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.333333333333334,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,1,Single,Portuguese
Single,3rd phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Female,No,20,No,0,7,7,6,11.7725,0,0,8,8,7,12.33,0,15.5,2.8,-4.06,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,No,No,No,Yes,Female,No,19,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,1,Single,Portuguese
Single,Change in course,2,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,19,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Transfer/Other,2,Single,Portuguese
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,No,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Arts,Skilled,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,4,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Service/Sales/Security,Farmers/Ag Workers,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.285714285714286,0,0,6,6,6,12.0,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,4,Single,Portuguese
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Technicians & Professionals,Yes,No,No,Yes,Female,No,17,No,0,8,8,5,12.46,0,0,8,8,5,12.46,0,10.8,1.4,1.74,Enrolled,Basic,Secondary/Technical,HigherEd,Health,Professional,Technical,General,4,Single,Portuguese
Single,3rd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Administrative Staff,Student,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,12.166666666666666,0,0,7,7,6,13.166666666666666,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Education,Skilled,Unemployed,General,1,Single,Portuguese
Single,1st phase—general contingent,4,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Administrative Staff,Service/Sales/Security,Yes,Yes,No,Yes,Female,No,18,No,0,6,6,5,11.833333333333334,0,0,6,6,2,11.5,0,13.9,-0.3,0.79,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Social,Skilled,LowSkill,General,4,Single,Portuguese
Single,Holders of other higher courses,1,Nursing,Daytime,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,25,No,0,8,8,7,14.805714285714286,0,0,8,8,7,14.805714285714286,0,10.8,1.4,1.74,Graduate,Basic,HigherEd,Secondary/Technical,Health,Skilled,Skilled,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Other—11th Year,Basic Edu 2nd Cycle,Administrative Staff,Unskilled Workers,Yes,No,No,Yes,Female,No,19,No,0,6,6,5,10.6,0,0,6,6,6,11.714285714285714,0,11.1,0.6,2.02,Dropout,Basic,Secondary/Technical,Secondary_Incomplete,Social,Skilled,LowSkill,General,1,Single,Portuguese
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,Yes,No,Female,No,24,No,7,9,9,8,13.125,0,4,9,9,6,13.0,0,8.9,1.4,3.51,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Unskilled Workers,Yes,No,Yes,Yes,Female,Yes,19,No,0,6,6,6,12.833333333333334,0,0,6,6,6,12.666666666666666,0,9.4,-0.8,-3.12,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Social,Skilled,LowSkill,General,1,Single,Portuguese
Single,3rd phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Administrative Staff,No,No,No,Yes,Female,Yes,20,No,0,8,0,0,0.0,8,0,8,0,0,0.0,8,9.4,-0.8,-3.12,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Administrative Staff,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,5,13.0,0,0,6,6,5,13.8,0,12.4,0.5,1.79,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Female,Yes,20,No,0,7,7,7,12.725,0,0,8,8,8,13.7125,0,13.9,-0.3,0.79,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,2,Single,Portuguese
Single,2nd phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Administrative Staff,Legislative/Executive Officers,Yes,No,No,Yes,Female,No,19,No,0,5,4,4,11.25,1,0,5,5,3,10.333333333333334,0,12.7,3.7,-1.7,Graduate,HigherEd,Secondary/Technical,Secondary/Technical,Health,Skilled,ArmedForces,General,1,Single,Portuguese
Single,Holders of other higher courses,1,Agronomy,Daytime,Higher education—master’s degree,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Administrative Staff,Yes,No,No,Yes,Female,No,31,No,8,12,12,11,13.818181818181818,0,4,12,12,12,13.461538461538462,0,15.5,2.8,-4.06,Graduate,Secondary/Technical,HigherEd,HigherEd,Agriculture,Professional,Skilled,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Technicians & Professionals,Administrative Staff,No,No,No,Yes,Female,No,20,No,0,5,3,3,12.333333333333334,2,0,5,4,3,13.0,1,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Technical,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,3,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Bachelor’s Degree,Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Female,No,18,No,0,5,3,3,12.333333333333334,2,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Enrolled,HigherEd,Secondary/Technical,HigherEd,Health,Skilled,Technical,General,3,Single,Portuguese
Single,2nd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Administrative Staff,No,No,Yes,Yes,Female,No,18,No,0,6,6,4,13.25,0,0,6,6,3,10.666666666666666,0,12.7,3.7,-1.7,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Education,Technical,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,4,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Bachelor’s Degree,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,6,5,15.4,0,13.9,-0.3,0.79,Graduate,HigherEd,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,4,Single,Portuguese
Single,Change in institution/course,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Higher Education Degree,Service/Sales/Security,Scientific Specialists,No,No,Yes,Yes,Female,No,20,No,5,11,11,8,12.625,0,4,10,10,3,11.0,0,11.1,0.6,2.02,Enrolled,HigherEd,Secondary/Technical,Secondary/Technical,Social,LowSkill,Professional,Transfer/Other,1,Single,Portuguese
Single,2nd phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Bachelor’s Degree,Basic Education 3rd Cycle,Scientific Specialists,Administrative Staff,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,14.833333333333334,0,0,6,6,6,12.142857142857142,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,HigherEd,Health,Professional,Skilled,General,1,Single,Portuguese
Single,2nd phase—general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Administrative Staff,No,No,No,Yes,Female,Yes,19,No,0,6,6,5,11.2,0,0,6,6,5,13.125,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,2,Single,Portuguese
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Farmers/Ag Workers,No,No,No,Yes,Female,Yes,21,No,0,5,5,5,11.4,0,0,5,5,5,12.2,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Other—11th Year,Technicians & Professionals,Armed Forces,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.135,0,0,8,8,8,13.244444444444444,0,12.4,0.5,1.79,Graduate,Secondary_Incomplete,Secondary/Technical,Secondary/Technical,Health,Technical,ArmedForces,General,4,Single,Portuguese
