Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,FatherQual,PrevQual,MotherQual,Course_Field,MotherOcc_Simple,FatherOcc_Simple,ApplicationMode_Simple,ApplicationOrder_Simple,MaritalStatus_Simple,Nationality_Simple,Pass Rate (1st Sem),Pass Rate (2nd Sem),Total Approved Units,Total Enrolled Units,Total Evaluated Units,Grade Difference,Load Category,Debt Risk,Tuition Stable,Socioeconomic Stress Score,Financial Hardship,Econ_Disadvantage
Legally Separated,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,1,34,No,0,6,6,6,10.666666666666666,0,0,6,6,5,11.8,0,10.8,1.4,1.74,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Separated/Divorced,Portuguese,1.0,0.8333333333333334,11,12,12,1.1333333333333346,Low Load,0,0,12.200000000000001,0.8045977011494252,1
Married,Holders of other higher courses,1,Social Service (evening attendance),Evening,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,0,34,No,9,13,13,12,13.416666666666666,0,4,10,10,10,14.5,0,16.2,0.3,-0.92,Graduate,Basic,HigherEd,Secondary/Technical,Social,LowSkill,LowSkill,Transfer/Other,1,Married,Portuguese,0.9230769230769231,1.0,22,23,23,1.083333333333334,Medium Load,0,0,16.5,-0.3260869565217391,0
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,0,0,1,Female,0,19,No,0,7,7,6,12.97166666666667,0,0,8,8,7,12.321428571428571,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,1,Single,Portuguese,0.8571428571428571,0.875,13,15,15,-0.6502380952380982,Low Load,0,0,11.7,0.297029702970297,0
Single,Change in course,1,Management (evening attendance),Evening,Higher education—bachelor’s degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,0,34,No,14,15,15,14,10.928571428571429,0,12,14,14,12,11.833333333333334,0,9.4,-0.8,-3.12,Dropout,Basic,HigherEd,Secondary/Technical,Management,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,0.9333333333333333,0.8571428571428571,26,29,29,0.9047619047619051,Medium Load,0,0,8.6,0.25641025641025644,0
Facto Union,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Unskilled Workers,No,0,1,0,Female,0,27,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,Secondary/Technical,Basic,Secondary/Technical,Agriculture,LowSkill,LowSkill,Unknown,1,Facto Union,Portuguese,0.0,0.0,0,12,12,0.0,Low Load,0,0,10.3,0.39886039886039887,2
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Skilled Industry Workers,Yes,0,0,1,Female,1,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Arts,Skilled,Skilled,General,1,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,12.9,0.27932960893854747,1
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Administrative Staff,Service/Sales/Security,No,0,0,1,Female,0,34,No,0,6,6,4,13.25,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Social,Skilled,LowSkill,Unknown,1,Single,Portuguese,0.6666666666666666,0.0,4,12,12,-13.25,Low Load,0,0,16.4,-2.1764705882352944,0
Married,Over 23 years old,1,Social Service,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Administrative Staff,Administrative Staff,No,0,0,1,Female,0,34,No,0,6,6,6,11.333333333333334,0,0,6,6,5,12.4,0,15.5,2.8,-4.06,Dropout,Basic,Basic,Secondary/Technical,Social,Skilled,Skilled,Unknown,1,Married,Portuguese,1.0,0.8333333333333334,11,12,12,1.0666666666666664,Low Load,0,0,18.3,-0.6896551724137931,0
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,0,0,1,Female,0,25,No,0,5,5,1,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Unknown,Secondary/Technical,Secondary/Technical,Management,Unemployed,Unemployed,Unknown,1,Single,Portuguese,0.2,0.0,1,10,10,-11.0,Low Load,0,0,10.2,8.125,0
Married,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Farmers/Ag Workers,No,0,0,1,Female,1,32,No,0,8,8,7,12.757142857142856,0,0,8,8,7,12.757142857142856,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,Unknown,1,Married,Portuguese,0.875,0.875,14,16,16,0.0,Low Load,0,0,16.4,-2.1764705882352944,1
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,No,0,0,1,Female,1,18,No,0,6,6,6,14.5,0,0,6,6,6,14.666666666666666,0,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,Skilled,General,1,Single,Portuguese,1.0,1.0,12,12,12,0.16666666666666607,Low Load,0,0,16.5,-0.3260869565217391,1
Single,Technological specialization diploma holders,1,Social Service (evening attendance),Evening,Technological specialization course,Portuguese,Secondary Education,Higher Education Degree,Administrative Staff,Farmers/Ag Workers,No,0,1,1,Female,0,20,No,3,6,6,6,13.833333333333334,0,2,6,6,6,14.571428571428571,0,12.4,0.5,1.79,Graduate,HigherEd,Secondary/Technical,Secondary/Technical,Social,Skilled,LowSkill,Transfer/Other,1,Single,Portuguese,1.0,1.0,12,12,12,0.7380952380952372,Low Load,0,0,12.9,0.27932960893854747,1
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,Yes,0,0,1,Female,0,20,No,0,5,5,4,11.25,0,0,5,5,5,10.4,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,1,Single,Portuguese,0.8,1.0,9,10,10,-0.8499999999999996,Low Load,0,0,10.2,8.125,0
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Technicians & Professionals,Yes,0,0,1,Female,0,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary/Technical,Secondary/Technical,Arts,LowSkill,Technical,General,1,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,8.6,0.25641025641025644,0
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,Yes,0,0,1,Female,0,19,No,0,8,1,1,13.67,7,0,8,1,1,13.67,7,9.4,-0.8,-3.12,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,3,Single,Portuguese,0.125,0.125,2,16,2,0.0,Low Load,0,0,8.6,0.25641025641025644,0
Single,Over 23 years old,1,Management (evening attendance),Evening,12th year—not completed,Portuguese,Administration & Commerce course,Unknown,Other Situation,Other Situation,Yes,0,0,1,Female,0,34,No,0,5,5,0,0.0,0,0,5,5,2,12.5,0,7.6,2.6,0.32,Dropout,Unknown,Secondary_Incomplete,Secondary/Technical,Management,Unemployed,Unemployed,Unknown,1,Single,Portuguese,0.0,0.4,2,10,10,12.5,Low Load,0,0,10.2,8.125,0
Single,1st phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Frequency of Higher Education,Frequency of Higher Education,Student,Administrative Staff,Yes,0,1,1,Female,0,29,No,0,5,1,1,13.0,4,0,5,-3,0,0.0,8,10.8,1.4,1.74,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Agriculture,Unemployed,Skilled,General,1,Single,Portuguese,0.2,0.0,1,10,-2,-13.0,Low Load,0,0,12.200000000000001,0.8045977011494252,1
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Farmers/Ag Workers,No,0,1,1,Female,0,34,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Unknown,1,Single,Portuguese,0.0,0.0,0,10,10,0.0,Low Load,0,0,16.4,-2.1764705882352944,1
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Female,0,18,No,0,8,8,7,11.971428571428572,0,0,8,8,7,11.971428571428572,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,6,Single,Portuguese,0.875,0.875,14,16,16,0.0,Low Load,0,0,16.4,-2.1764705882352944,0
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Other—11th year,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,0,0,1,Female,0,34,No,0,6,6,0,0.0,0,1,6,5,0,0.0,1,7.6,2.6,0.32,Dropout,Unknown,Secondary_Incomplete,Secondary/Technical,Social,Unemployed,Unemployed,Unknown,1,Married,Portuguese,0.0,0.0,0,12,11,0.0,Low Load,0,0,10.2,8.125,0
Single,Change in course,1,Journalism and Communication,Daytime,Secondary education,Cape Verdean,2nd cycle general high school,Unknown,Other Situation,Other Situation,No,0,1,1,Female,0,23,Yes,0,6,6,1,16.0,0,0,6,6,4,12.25,0,7.6,2.6,0.32,Dropout,Unknown,Secondary/Technical,Secondary/Technical,Communication,Unemployed,Unemployed,Transfer/Other,1,Single,Africa,0.16666666666666666,0.6666666666666666,5,12,12,-3.75,Low Load,0,0,10.2,8.125,1
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Comp. High School—not concluded,11th Year—not completed,Farmers/Ag Workers,Farmers/Ag Workers,Yes,0,0,1,Female,0,21,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,10.8,1.4,1.74,Dropout,Secondary_Incomplete,Secondary/Technical,Secondary_Incomplete,Health,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,0.0,0.0,0,12,12,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,Change in course,5,Basic Education,Daytime,Secondary education,Portuguese,2nd cycle general high school,Unknown,Student,Student,Yes,0,0,0,Female,0,28,No,0,6,5,4,12.75,1,0,5,0,0,0.0,5,9.4,-0.8,-3.12,Dropout,Unknown,Secondary/Technical,Secondary/Technical,Education,Unemployed,Unemployed,Transfer/Other,5,Single,Portuguese,0.6666666666666666,0.0,4,11,5,-12.75,Low Load,0,0,8.6,0.25641025641025644,1
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Technicians & Professionals,No,0,0,1,Female,0,34,No,0,5,5,4,11.0,0,0,5,4,4,10.75,1,7.6,2.6,0.32,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Technical,Unknown,1,Married,Portuguese,0.8,0.8,8,10,9,-0.25,Low Load,0,0,10.2,8.125,0
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Service/Sales/Security,No,0,0,1,Female,0,34,No,0,2,2,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Single,Portuguese,0.0,0.0,0,8,8,0.0,Low Load,0,0,16.4,-2.1764705882352944,0
Divorced,Over 23 years old,1,Social Service (evening attendance),Evening,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,1,34,No,0,6,6,5,12.2,0,0,6,6,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,Basic,HigherEd,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Separated/Divorced,Portuguese,0.8333333333333334,1.0,11,12,12,0.13333333333333464,Low Load,0,0,8.6,0.25641025641025644,1
Married,Over 23 years old,2,Oral Hygiene,Daytime,Secondary education,Russian,Secondary Education,Higher Education Degree,Unskilled Workers,Scientific Specialists,Yes,0,0,1,Female,0,28,Yes,0,7,7,7,12.428571428571429,0,0,8,8,8,12.3,0,12.4,0.5,1.79,Enrolled,HigherEd,Secondary/Technical,Secondary/Technical,Health,LowSkill,Professional,Unknown,2,Married,Europe,1.0,1.0,15,15,15,-0.12857142857142811,Low Load,0,0,12.9,0.27932960893854747,0
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Cannot read/write,Secondary Education,Scientific Specialists,Administrative Staff,No,0,0,1,Female,1,19,No,6,12,12,12,14.5,0,4,11,11,11,13.583333333333334,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Basic,Arts,Professional,Skilled,General,1,Single,Portuguese,1.0,1.0,23,23,23,-0.9166666666666661,Medium Load,0,0,10.3,0.39886039886039887,1
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Legislative/Executive Officers,No,0,0,1,Female,0,26,No,6,12,12,6,13.0,0,4,12,12,11,13.833333333333334,0,15.5,2.8,-4.06,Graduate,Basic,Secondary/Technical,Secondary/Technical,Agriculture,LowSkill,ArmedForces,Unknown,1,Single,Portuguese,0.5,0.9166666666666666,17,24,24,0.8333333333333339,Medium Load,0,0,18.3,-0.6896551724137931,0
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Master’s Degree,Higher Education Degree,Scientific Specialists,Technicians & Professionals,Yes,0,0,1,Female,0,18,No,0,7,7,7,11.714285714285714,0,0,8,8,8,12.75,0,12.4,0.5,1.79,Graduate,HigherEd,Secondary/Technical,Doctorate,Health,Professional,Technical,General,4,Single,Portuguese,1.0,1.0,15,15,15,1.0357142857142865,Low Load,0,0,12.9,0.27932960893854747,0
Married,Over 23 years old,1,Basic Education,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Service/Sales/Security,No,0,0,1,Female,0,34,No,0,7,7,4,10.25,0,0,7,7,3,13.0,0,11.1,0.6,2.02,Dropout,Basic,Secondary/Technical,Secondary/Technical,Education,LowSkill,LowSkill,Unknown,1,Married,Portuguese,0.5714285714285714,0.42857142857142855,7,14,14,2.75,Low Load,0,0,11.7,0.297029702970297,0
Single,Technological specialization diploma holders,1,Basic Education,Daytime,Technological specialization course,Portuguese,Higher Education Degree,Basic Edu 1st Cycle,Scientific Specialists,Skilled Industry Workers,No,0,0,1,Female,0,19,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,Basic,Secondary/Technical,HigherEd,Education,Professional,Skilled,Transfer/Other,1,Single,Portuguese,0.0,0.0,0,12,12,0.0,Low Load,0,0,12.9,0.27932960893854747,0
Single,2nd phase—general contingent,6,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Master’s Degree,Secondary Education,Technicians & Professionals,Armed Forces,No,0,0,1,Female,0,20,No,0,6,6,6,12.375,0,0,6,6,6,13.142857142857142,0,11.1,0.6,2.02,Graduate,Secondary/Technical,Secondary/Technical,Doctorate,Management,Technical,ArmedForces,General,6,Single,Portuguese,1.0,1.0,12,12,12,0.7678571428571423,Low Load,0,0,11.7,0.297029702970297,0
Single,1st phase—general contingent,6,Basic Education,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,No,0,0,1,Female,0,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,12.0,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Education,LowSkill,LowSkill,General,6,Single,Portuguese,1.0,1.0,12,12,12,-0.6666666666666661,Low Load,0,0,10.2,8.125,0
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Administrative Staff,Scientific Specialists,Yes,0,0,1,Female,0,27,No,0,6,6,3,10.5,0,0,6,6,1,12.0,0,12.4,0.5,1.79,Dropout,HigherEd,Secondary/Technical,HigherEd,Health,Skilled,Professional,Unknown,1,Single,Portuguese,0.5,0.16666666666666666,4,12,12,1.5,Low Load,0,0,12.9,0.27932960893854747,0
Married,1st phase—general contingent,1,Agronomy,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Service/Sales/Security,No,0,0,1,Female,0,20,No,0,6,6,6,14.125,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Agriculture,LowSkill,LowSkill,General,1,Married,Portuguese,1.0,0.8333333333333334,11,12,12,-1.5250000000000004,Low Load,0,0,13.6,-0.37974683544303794,0
Single,1st phase—general contingent,3,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Machine Operators,Yes,0,0,1,Female,0,18,No,0,6,6,6,14.666666666666666,0,0,6,6,6,13.833333333333334,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Skilled,LowSkill,General,3,Single,Portuguese,1.0,1.0,12,12,12,-0.8333333333333321,Low Load,0,0,10.3,0.39886039886039887,0
Married,Over 23 years old,2,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,0,34,No,0,5,5,5,11.4,0,0,5,5,3,12.333333333333334,0,9.4,-0.8,-3.12,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Unknown,2,Married,Portuguese,1.0,0.6,8,10,10,0.9333333333333336,Low Load,0,0,8.6,0.25641025641025644,0
Single,Over 23 years old,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,1,0,1,Female,0,26,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Basic,Secondary/Technical,Secondary/Technical,Arts,LowSkill,LowSkill,Unknown,1,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,16.5,-0.3260869565217391,1
Divorced,Over 23 years old,1,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Female,1,34,No,0,6,6,6,14.0,0,0,6,6,5,14.8,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Separated/Divorced,Portuguese,1.0,0.8333333333333334,11,12,12,0.8000000000000007,Low Load,0,0,16.4,-2.1764705882352944,1
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Female,0,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Arts,LowSkill,LowSkill,General,1,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,10.2,8.125,0
Single,Holders of other higher courses,1,Nursing,Daytime,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Service/Sales/Security,No,0,0,1,Female,0,34,No,0,7,0,0,0.0,7,0,7,0,0,0.0,7,16.2,0.3,-0.92,Dropout,Basic,HigherEd,Secondary/Technical,Health,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,0.0,0.0,0,14,0,0.0,Low Load,0,0,16.5,-0.3260869565217391,0
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,0,34,No,8,11,11,11,12.636363636363637,0,5,8,8,8,11.0,0,13.9,-0.3,0.79,Graduate,Basic,HigherEd,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Married,Portuguese,1.0,1.0,19,19,19,-1.6363636363636367,Low Load,0,0,13.6,-0.37974683544303794,0
Married,Over 23 years old,1,Basic Education,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Skilled Industry Workers,No,0,0,1,Female,0,34,No,0,6,6,3,12.333333333333334,0,0,6,6,2,11.0,0,7.6,2.6,0.32,Dropout,Basic,Basic,Secondary/Technical,Education,Technical,Skilled,Unknown,1,Married,Portuguese,0.5,0.3333333333333333,5,12,12,-1.333333333333334,Low Load,0,0,10.2,8.125,0
Facto Union,Over 23 years old,1,Tourism,Daytime,Secondary education,Portuguese,Bachelor’s Degree,Bachelor’s Degree,Scientific Specialists,Scientific Specialists,No,0,0,1,Female,0,34,No,0,6,6,6,15.0,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,Graduate,HigherEd,Secondary/Technical,HigherEd,Management,Professional,Professional,Unknown,1,Facto Union,Portuguese,1.0,1.0,12,12,12,-2.166666666666666,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Legislative/Executive Officers,Yes,0,0,1,Female,1,20,No,0,6,6,4,11.75,0,0,6,6,6,12.666666666666666,0,10.8,1.4,1.74,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,LowSkill,ArmedForces,General,1,Single,Portuguese,0.6666666666666666,1.0,10,12,12,0.9166666666666661,Low Load,0,0,12.200000000000001,0.8045977011494252,1
